,moveId,nickname,comment,rate,city,start_time
2518,1208282,xrj373072401,体会过啦啦啦,5,济宁,2018-11-29 15:37:43
2519,1208282,火狐狸乐乐,好看好看。。。。。。。,5,无锡,2018-11-29 15:37:43
2520,1208282,姚望 REX,演员演技在线，特别是马嘉祺，但其余的毫无亮点，跟疯狂的石头比较实在是过誉了,1,湛江,2018-11-29 15:45:03
2521,1208282,Wxv957579861,强推👍👍👍👍   太赞了,5,乌鲁木齐,2018-11-29 15:44:38
2522,1208282,菲常靓果（学习成就更美好的你）,笑着笑着就哭了，哭着哭着又微笑了。笑点泪点都踩对了痛点，亲情友情爱情，总有其一令你留恋人间。缺点是能皇帝能勺子的陈老师口音老出戏，女儿最后表白情节稍嫌刻意，失足女突然一脸纯真地舔棒棒糖的心灵救赎也略生硬，但悍匪与残妇的主线铺垫和感情变化还是表达得很充分，照相那截最泪目。最后，那地产大亨的小三洗白导演到底咋想的？,5,惠州,2018-11-29 15:43:34
2523,1208282,修,看得我一会笑一会哭，唉真虐,5,三河,2018-11-29 15:43:12
2524,1208282,8023天使守护神,剧情不好  不好,2,成都,2018-11-29 15:41:48
2525,1208282,K柯妹儿,前面有点搞笑后面有点感人。,5,重庆,2018-11-29 15:41:42
2526,1208282,ytn990822045,好看不错不错,5,长兴,2018-11-29 15:41:07
2527,1208282,大副,笑中带泪      我们的生活就是这样       在不断的失望希望中徘徊,4,朝阳,2018-11-29 15:40:47
2528,1208282,如影肆念,很搞笑，还不错吧。,5,深圳,2018-11-29 15:39:53
2529,1208282,長夜春曉,无名之辈比较好。,4,黄石,2018-11-29 15:39:12
2530,1208282,再见另一边,不错……………………,4,鄂尔多斯,2018-11-29 15:39:00
2531,1208282,lyI607371611,人物性格鲜明，不错的电影,5,万州,2018-11-29 15:37:54
2532,1208282,xrj373072401,体会过啦啦啦,5,济宁,2018-11-29 15:37:43
2533,1208282,火狐狸乐乐,好看好看。。。。。。。,5,无锡,2018-11-29 15:37:43
2534,1208282,Pkx638824910,一般般   跟我不是药神比起来的话,3,延边,2018-11-29 15:35:50
2535,1208282,Wxv957579861,强推👍👍👍👍   太赞了,5,乌鲁木齐,2018-11-29 15:44:38
2536,1208282,菲常靓果（学习成就更美好的你）,笑着笑着就哭了，哭着哭着又微笑了。笑点泪点都踩对了痛点，亲情友情爱情，总有其一令你留恋人间。缺点是能皇帝能勺子的陈老师口音老出戏，女儿最后表白情节稍嫌刻意，失足女突然一脸纯真地舔棒棒糖的心灵救赎也略生硬，但悍匪与残妇的主线铺垫和感情变化还是表达得很充分，照相那截最泪目。最后，那地产大亨的小三洗白导演到底咋想的？,5,惠州,2018-11-29 15:43:34
2537,1208282,修,看得我一会笑一会哭，唉真虐,5,三河,2018-11-29 15:43:12
2538,1208282,8023天使守护神,剧情不好  不好,2,成都,2018-11-29 15:41:48
2539,1208282,K柯妹儿,前面有点搞笑后面有点感人。,5,重庆,2018-11-29 15:41:42
2540,1208282,ytn990822045,好看不错不错,5,长兴,2018-11-29 15:41:07
2541,1208282,大副,笑中带泪      我们的生活就是这样       在不断的失望希望中徘徊,4,朝阳,2018-11-29 15:40:47
